id,grupo,ingreso_mensual,antiguedad_laboral_anios,historial_crediticio,edad,codigo_postal_riesgo,tipo_empleo,deuda_ingreso,default_real,conjunto
875,B,6135,0.5,802,50,0.371,estable,0.286,0,auditoria
876,A,4696,11.8,560,31,0.213,estable,0.393,0,train
877,A,7777,2.9,565,36,0.325,estable,0.393,0,auditoria
878,B,5993,1.2,825,24,0.766,autonomo,0.543,0,train
879,A,10660,3.2,644,39,0.31,autonomo,0.156,1,train
880,B,8211,10.0,585,31,0.427,temporal,0.448,0,auditoria
881,A,6074,0.3,648,48,0.558,temporal,0.398,0,auditoria
882,A,7799,1.4,612,50,0.155,estable,0.238,0,auditoria
883,B,5637,2.7,561,55,0.167,temporal,0.262,0,train
884,A,6365,7.5,609,32,0.341,estable,0.414,0,auditoria
885,A,6143,2.0,564,26,0.258,estable,0.283,0,train
886,B,4155,0.8,579,47,0.306,autonomo,0.487,1,train
887,B,7175,5.4,625,54,0.514,temporal,0.355,0,train
888,B,4904,1.4,670,40,0.589,estable,0.527,1,train
889,A,7717,5.8,647,40,0.371,autonomo,0.492,0,auditoria
890,A,7960,0.9,519,39,0.314,estable,0.413,0,train
891,A,6866,3.1,772,44,0.311,estable,0.349,0,train
892,B,4989,3.1,578,34,0.496,temporal,0.314,0,train
893,A,3342,4.0,703,41,0.085,autonomo,0.363,0,train
894,A,5458,0.2,672,42,0.527,estable,0.247,0,train
895,B,7244,1.6,599,39,0.688,autonomo,0.528,0,train
896,A,9007,17.9,560,43,0.346,autonomo,0.294,0,auditoria
897,A,4545,3.9,673,31,0.028,estable,0.419,0,auditoria
898,A,4932,0.7,616,45,0.353,temporal,0.325,1,train
899,A,9823,4.0,633,40,0.126,autonomo,0.591,1,train
900,A,5180,1.6,679,35,0.081,temporal,0.173,0,auditoria
901,B,5043,5.4,686,21,0.666,autonomo,0.228,0,train
902,A,4407,6.2,626,32,0.227,estable,0.326,0,train
903,B,4081,8.8,633,33,0.547,estable,0.411,0,auditoria
904,A,7148,3.2,628,36,0.308,estable,0.262,0,auditoria
905,B,6091,4.0,632,31,0.468,autonomo,0.455,0,train
906,A,6938,6.7,649,42,0.082,estable,0.396,0,train
907,B,7342,3.7,595,50,0.635,autonomo,0.27,0,train
908,A,5751,10.2,701,21,0.292,temporal,0.349,0,train
909,B,5102,2.2,649,28,0.236,autonomo,0.443,0,auditoria
910,A,8674,2.4,642,51,0.35,autonomo,0.113,0,train
911,A,5108,8.6,648,41,0.214,autonomo,0.43,0,auditoria
912,A,7302,1.3,656,40,0.293,estable,0.249,0,train
913,B,5604,7.2,590,53,0.568,estable,0.309,0,auditoria
914,A,8463,1.8,807,34,0.542,estable,0.522,0,train
915,A,6755,4.1,726,51,0.354,estable,0.25,0,train
916,A,7822,1.0,712,32,0.119,estable,0.615,0,train
917,A,5655,3.2,647,45,0.205,autonomo,0.299,0,train
918,A,3364,1.9,553,36,0.156,estable,0.714,1,train
919,A,7950,1.8,672,49,0.605,autonomo,0.226,1,train
920,A,5386,3.2,547,27,0.671,estable,0.249,0,train
921,B,4387,3.2,622,38,0.591,autonomo,0.445,1,train
922,A,6141,3.6,833,38,0.291,autonomo,0.355,0,auditoria
923,B,5605,8.8,614,38,0.511,estable,0.23,0,train
924,B,2447,5.7,575,40,0.473,estable,0.323,0,auditoria
925,A,6546,0.6,579,60,0.432,estable,0.285,0,train
926,B,7187,25.0,747,33,0.652,autonomo,0.522,0,auditoria
927,A,5776,5.4,731,55,0.734,estable,0.3,0,auditoria
928,B,6090,4.6,564,33,0.585,estable,0.64,0,train
929,A,5330,10.7,624,32,0.415,autonomo,0.6,0,auditoria
930,A,5736,4.7,757,21,0.389,estable,0.437,0,auditoria
931,B,3454,1.0,621,39,0.135,autonomo,0.427,1,auditoria
932,B,7185,6.5,723,21,0.805,temporal,0.02,0,auditoria
933,B,8099,11.2,564,27,0.454,autonomo,0.238,0,auditoria
934,A,7725,5.8,553,25,0.356,estable,0.315,0,auditoria
935,A,8243,4.9,794,36,0.351,estable,0.227,0,auditoria
936,B,7795,1.7,687,26,0.131,estable,0.361,0,train
937,A,5450,1.0,509,37,0.024,estable,0.202,0,auditoria
938,B,5796,7.1,597,43,0.262,estable,0.31,0,train
939,A,6931,8.0,730,38,0.377,estable,0.414,0,train
940,A,6756,4.6,582,42,0.469,estable,0.358,0,auditoria
941,A,5125,21.2,591,25,0.159,estable,0.446,1,train
942,B,5039,5.1,620,21,0.378,autonomo,0.575,0,train
943,A,6498,0.4,632,36,0.152,estable,0.21,0,auditoria
944,A,7530,4.8,772,46,0.045,estable,0.395,0,train
945,B,5451,4.7,561,51,0.365,autonomo,0.677,0,train
946,B,6372,0.2,579,54,0.481,temporal,0.502,0,auditoria
947,A,6768,5.0,495,68,0.568,estable,0.396,0,auditoria
948,B,4882,1.1,648,40,0.246,temporal,0.305,1,auditoria
949,B,5977,1.5,704,25,0.664,temporal,0.42,0,train
950,A,6346,1.2,568,50,0.331,autonomo,0.299,0,train
951,A,8358,0.7,578,24,0.174,autonomo,0.263,0,train
952,A,6070,6.0,642,21,0.183,estable,0.304,0,train
953,B,8501,2.1,518,32,0.655,temporal,0.33,0,train
954,A,7084,0.2,704,22,0.206,estable,0.521,0,train
955,B,6155,11.5,637,44,0.451,estable,0.234,0,train
956,A,9331,3.0,655,26,0.299,estable,0.465,0,auditoria
957,A,8234,9.1,664,65,0.406,temporal,0.617,0,train
958,A,6557,11.5,731,37,0.494,estable,0.225,0,train
959,A,7612,2.2,666,21,0.296,estable,0.139,0,train
960,A,7452,4.0,517,46,0.416,estable,0.25,0,train
961,B,6495,0.9,637,53,0.572,autonomo,0.335,0,train
962,B,5669,0.5,611,41,0.462,temporal,0.351,0,train
963,A,6600,0.4,630,30,0.128,autonomo,0.194,0,train
964,A,9189,0.3,576,61,0.164,autonomo,0.102,0,train
965,A,9381,7.9,702,31,0.248,autonomo,0.392,0,train
966,A,4940,4.0,540,32,0.139,estable,0.17,0,train
967,A,6571,2.6,568,21,0.111,estable,0.214,0,auditoria
968,A,7079,6.4,679,24,0.101,autonomo,0.254,0,train
969,A,6186,7.8,665,36,0.115,estable,0.513,0,train
970,B,7880,2.3,662,37,0.487,autonomo,0.4,0,train
971,B,6978,6.6,561,36,0.296,temporal,0.279,0,train
972,A,6572,5.6,455,38,0.302,estable,0.424,1,train
973,A,8652,2.0,624,21,0.502,temporal,0.416,0,auditoria
974,B,2928,1.3,571,40,0.289,autonomo,0.299,0,auditoria
975,B,4669,1.5,581,39,0.125,estable,0.412,0,train
976,B,6135,1.0,610,31,0.307,estable,0.473,0,auditoria
977,B,6754,0.2,737,48,0.353,temporal,0.297,0,train
978,A,7450,1.4,643,43,0.155,estable,0.24,0,auditoria
979,B,5062,0.2,512,40,0.5,estable,0.324,0,train
980,B,7566,1.5,715,31,0.338,temporal,0.21,0,auditoria
981,A,7946,1.1,721,43,0.214,estable,0.058,0,train
982,B,6046,2.2,647,23,0.542,autonomo,0.389,0,train
983,A,6787,1.4,684,32,0.492,estable,0.397,0,train
984,B,5617,3.5,493,60,0.803,temporal,0.624,1,train
985,A,7075,6.9,577,25,0.278,estable,0.283,0,train
986,A,3516,0.5,690,24,0.491,estable,0.645,0,train
987,B,6285,7.0,527,42,0.802,autonomo,0.359,0,train
988,B,4495,6.5,596,24,0.283,estable,0.354,0,train
989,B,5219,19.1,675,39,0.317,autonomo,0.558,0,auditoria
990,B,8687,3.0,573,33,0.581,estable,0.619,0,train
991,B,2456,1.9,634,24,0.928,autonomo,0.4,0,train
992,B,5457,2.3,671,33,0.497,temporal,0.413,0,auditoria
993,A,6359,1.4,535,43,0.431,estable,0.351,0,auditoria
994,A,8259,2.5,681,36,0.148,estable,0.532,0,auditoria
995,A,7028,1.0,588,28,0.178,estable,0.415,0,auditoria
996,B,7077,2.6,593,49,0.703,autonomo,0.43,0,auditoria
997,B,4678,2.4,643,35,0.621,estable,0.375,0,train
998,A,5748,5.6,580,42,0.294,estable,0.377,0,auditoria
999,A,5382,5.9,524,47,0.258,autonomo,0.501,0,auditoria
1000,B,5411,4.5,605,48,0.351,temporal,0.61,0,train
1001,A,6496,8.5,605,41,0.413,estable,0.473,0,auditoria
1002,B,6601,3.2,595,29,0.349,temporal,0.504,0,auditoria
1003,B,4567,0.9,429,30,0.676,temporal,0.479,1,train
1004,A,6801,6.8,717,29,0.289,estable,0.437,0,auditoria
1005,A,5334,8.8,492,49,0.095,estable,0.064,0,auditoria
1006,A,5585,1.2,637,38,0.39,estable,0.219,0,train
1007,B,2021,1.5,593,43,0.37,estable,0.531,0,train
1008,A,6775,3.3,742,31,0.243,autonomo,0.263,0,train
1009,B,4863,1.4,517,30,0.615,temporal,0.469,0,auditoria
1010,B,6313,16.6,497,21,0.414,estable,0.267,0,train
1011,A,4266,7.2,640,34,0.081,temporal,0.096,0,train
1012,A,4670,0.4,630,24,0.453,autonomo,0.383,0,train
1013,A,7032,0.5,571,34,0.29,estable,0.506,0,train
1014,B,4554,0.1,596,40,0.379,estable,0.532,0,train
1015,A,8836,0.2,709,41,0.121,autonomo,0.117,0,train
1016,B,3322,2.1,587,27,0.358,estable,0.836,0,train
1017,A,10604,1.7,693,43,0.455,autonomo,0.13,0,auditoria
1018,A,7953,1.5,607,31,0.351,estable,0.477,0,auditoria
1019,B,7963,3.1,600,30,0.279,estable,0.264,0,train
1020,A,7442,4.4,568,53,0.365,autonomo,0.488,1,auditoria
1021,B,5610,2.2,514,39,0.411,autonomo,0.431,1,train
1022,A,7179,1.6,732,42,0.342,estable,0.39,0,train
1023,A,5740,0.7,688,21,0.199,autonomo,0.428,0,train
1024,A,5563,1.8,689,26,0.388,estable,0.309,0,train
1025,A,3270,0.3,609,34,0.369,estable,0.111,0,auditoria
1026,B,5509,6.4,742,36,0.31,autonomo,0.609,0,auditoria
1027,A,5661,3.5,615,21,0.207,estable,0.49,0,train
1028,A,4987,1.3,742,37,0.24,autonomo,0.277,0,auditoria
1029,A,7618,4.1,697,28,0.53,temporal,0.263,0,train
1030,B,2698,0.5,581,33,0.359,estable,0.493,0,auditoria
1031,A,7387,2.6,496,58,0.421,estable,0.537,0,train
1032,A,8449,1.4,571,24,0.291,estable,0.343,0,auditoria
1033,A,5026,7.1,719,49,0.258,estable,0.231,0,auditoria
1034,A,5161,2.9,587,49,0.254,estable,0.096,0,train
1035,B,8030,2.3,647,23,0.498,estable,0.361,0,train
1036,A,6502,8.6,705,27,0.19,estable,0.293,0,train
1037,B,5067,0.1,643,25,0.262,temporal,0.542,0,auditoria
1038,B,6860,1.4,681,32,0.683,estable,0.55,0,auditoria
1039,B,4842,0.3,610,49,0.536,estable,0.43,0,auditoria
1040,B,5595,0.2,522,36,0.309,estable,0.434,0,train
1041,B,6231,0.1,626,38,0.397,estable,0.29,1,auditoria
1042,A,5180,6.7,552,41,0.187,temporal,0.27,0,train
1043,B,6813,0.2,677,50,0.369,estable,0.604,0,train
1044,B,4901,2.6,652,30,0.482,autonomo,0.368,0,train
1045,B,4703,4.7,574,37,0.412,estable,0.718,0,train
1046,B,2799,4.4,573,53,0.44,autonomo,0.322,0,train
1047,A,7187,2.9,619,50,0.254,autonomo,0.201,0,auditoria
1048,B,6677,2.0,659,34,0.285,autonomo,0.585,1,train
1049,A,9709,6.0,657,55,0.485,estable,0.334,0,train
1050,B,5582,2.5,583,36,0.256,estable,0.359,0,auditoria
1051,A,5725,25.0,645,35,0.164,estable,0.02,0,train
1052,A,4471,7.2,579,51,0.479,temporal,0.633,1,train
1053,B,6479,0.1,754,44,0.094,temporal,0.311,0,train
1054,B,6813,3.0,537,40,0.266,autonomo,0.369,0,train
1055,A,7368,5.0,639,22,0.197,estable,0.188,0,train
1056,B,4041,2.1,769,46,0.452,estable,0.339,0,auditoria
1057,A,3313,1.9,685,51,0.216,estable,0.446,0,auditoria
1058,A,8038,1.0,804,38,0.568,estable,0.21,0,auditoria
1059,A,5352,0.1,781,30,0.507,estable,0.405,0,train
1060,B,4855,3.3,629,29,0.652,temporal,0.541,1,auditoria
1061,A,6871,0.8,636,38,0.155,autonomo,0.437,0,auditoria
1062,A,8823,4.9,671,45,0.068,estable,0.314,0,auditoria
1063,A,7384,2.8,497,36,0.184,estable,0.435,0,train
1064,A,5593,0.9,530,33,0.209,autonomo,0.332,0,train
1065,B,4996,0.2,579,35,0.655,temporal,0.357,0,auditoria
1066,B,4555,0.2,661,37,0.454,temporal,0.259,0,auditoria
1067,A,6092,0.3,666,47,0.46,autonomo,0.446,0,train
1068,B,4172,2.3,605,32,0.19,autonomo,0.228,0,train
1069,A,5841,0.8,695,32,0.059,autonomo,0.079,0,train
1070,A,5322,0.1,518,44,0.098,estable,0.284,0,auditoria
1071,A,5808,1.9,641,35,0.247,estable,0.301,0,auditoria
1072,B,6487,0.7,647,39,0.569,estable,0.525,0,train
1073,A,6213,4.4,589,40,0.46,estable,0.237,0,train
1074,A,9093,9.0,690,49,0.099,estable,0.43,0,auditoria
1075,B,6614,2.1,471,39,0.473,temporal,0.443,0,train
1076,A,6043,1.3,675,50,0.135,autonomo,0.034,0,train
1077,B,5431,0.4,528,30,0.361,estable,0.382,0,train
1078,B,8061,2.5,659,34,0.581,temporal,0.564,0,auditoria
1079,A,4814,10.5,501,42,0.204,autonomo,0.396,0,auditoria
1080,A,5663,6.5,668,30,0.103,estable,0.188,0,auditoria
1081,A,4551,0.4,653,21,0.12,estable,0.265,0,auditoria
1082,B,6584,6.3,598,44,0.208,estable,0.35,0,auditoria
1083,A,6206,7.3,696,33,0.191,estable,0.574,0,auditoria
1084,A,7969,1.9,584,32,0.312,estable,0.114,0,train
1085,A,3411,0.2,646,47,0.02,temporal,0.259,0,train
1086,B,5670,2.7,703,70,0.385,temporal,0.427,0,auditoria
1087,A,4955,6.7,690,51,0.261,estable,0.382,0,train
1088,B,2555,6.2,561,46,0.302,temporal,0.489,0,train
1089,A,4722,12.0,656,35,0.373,autonomo,0.477,0,train
1090,B,4999,2.1,518,21,0.194,estable,0.338,0,train
1091,B,6283,3.6,550,39,0.367,autonomo,0.301,0,auditoria
1092,B,3806,0.3,584,35,0.428,estable,0.54,0,auditoria
1093,A,5181,4.6,712,31,0.436,temporal,0.263,0,auditoria
1094,B,2002,5.0,534,34,0.257,estable,0.446,0,train
1095,A,6026,2.0,528,35,0.175,temporal,0.502,1,train
1096,A,4863,0.3,639,34,0.308,estable,0.454,0,auditoria
1097,A,3158,0.5,694,39,0.268,estable,0.542,0,auditoria
1098,B,5101,2.9,604,32,0.425,estable,0.435,0,train
1099,B,4686,3.0,437,42,0.267,estable,0.707,0,auditoria
1100,A,6667,3.3,629,31,0.085,estable,0.222,0,auditoria
1101,A,4719,0.1,636,35,0.323,autonomo,0.377,0,train
1102,A,8202,5.4,523,50,0.072,autonomo,0.348,0,auditoria
1103,A,6838,4.4,585,47,0.502,autonomo,0.598,0,train
1104,B,5307,1.2,619,46,0.722,estable,0.449,0,train
1105,A,4399,1.3,792,42,0.252,estable,0.328,0,train
1106,A,7870,4.7,661,30,0.335,estable,0.58,0,auditoria
1107,A,5644,4.0,574,47,0.233,autonomo,0.357,0,train
1108,A,6626,11.4,765,28,0.251,estable,0.278,0,train
1109,A,8815,3.3,668,45,0.354,estable,0.132,0,train
1110,A,5862,0.6,662,51,0.311,autonomo,0.189,0,train
1111,A,7567,6.4,737,32,0.469,estable,0.296,0,train
1112,A,6349,2.9,651,36,0.181,autonomo,0.127,0,auditoria
1113,A,5368,7.7,558,50,0.246,estable,0.339,0,train
1114,A,4687,4.9,654,43,0.198,estable,0.256,0,train
1115,A,7412,7.7,647,49,0.534,temporal,0.212,0,train
1116,A,7742,1.3,559,31,0.118,autonomo,0.287,0,auditoria
1117,A,4255,17.0,476,44,0.165,estable,0.439,0,train
1118,A,6699,4.9,665,57,0.066,estable,0.179,0,train
1119,B,4251,5.6,656,38,0.175,estable,0.628,0,auditoria
1120,A,6899,7.4,611,49,0.244,estable,0.333,0,auditoria
1121,B,7639,1.4,477,26,0.82,estable,0.317,0,train
1122,B,1200,7.8,722,40,0.442,temporal,0.402,1,train
1123,A,6693,6.9,742,38,0.347,estable,0.38,0,auditoria
1124,A,5166,18.0,533,44,0.658,estable,0.413,0,auditoria
1125,A,5948,2.7,769,39,0.018,estable,0.54,0,auditoria
1126,B,5862,0.1,665,44,0.512,temporal,0.05,0,auditoria
1127,B,5855,3.0,647,31,0.322,temporal,0.52,0,train
1128,B,4491,5.5,598,25,0.481,autonomo,0.531,0,train
1129,B,5895,1.1,613,38,0.444,temporal,0.366,0,auditoria
1130,B,5540,0.9,645,56,0.415,estable,0.586,0,auditoria
1131,B,6334,0.3,716,30,0.492,autonomo,0.636,1,train
1132,A,5436,11.8,551,26,0.237,estable,0.462,0,train
1133,A,5790,4.2,679,34,0.041,estable,0.02,0,train
1134,A,5661,0.3,738,47,0.294,estable,0.202,0,train
1135,B,6114,4.9,634,50,0.435,temporal,0.583,0,auditoria
1136,A,3850,4.4,641,44,0.138,estable,0.271,0,train
1137,B,4650,3.2,474,21,0.576,estable,0.405,0,auditoria
1138,B,4572,1.2,681,36,0.179,temporal,0.416,0,auditoria
1139,B,5485,7.9,650,47,0.488,estable,0.343,0,train
1140,B,5559,2.4,624,37,0.263,estable,0.369,0,train
1141,A,9937,1.3,603,27,0.394,estable,0.064,0,train
1142,B,5852,3.4,569,22,0.568,estable,0.466,0,train
1143,B,6691,4.5,612,27,0.199,autonomo,0.502,0,train
1144,A,5749,1.3,558,35,0.087,autonomo,0.117,0,train
1145,A,6549,5.2,716,25,0.326,estable,0.302,0,train
1146,A,6022,2.5,662,45,0.418,autonomo,0.02,0,train
1147,B,7014,0.5,481,55,0.451,autonomo,0.351,1,train
1148,A,7950,0.4,557,39,0.308,autonomo,0.174,0,train
1149,B,6546,11.5,694,53,0.778,estable,0.299,0,train
1150,A,5858,1.5,640,34,0.152,estable,0.226,0,train
1151,B,6821,0.6,620,43,0.741,estable,0.275,0,train
1152,B,5497,1.1,583,51,0.468,autonomo,0.502,0,train
1153,A,6277,4.7,673,35,0.393,autonomo,0.099,0,auditoria
1154,B,5515,13.5,533,26,0.466,temporal,0.366,0,train
1155,B,9271,0.6,687,27,0.379,autonomo,0.853,0,auditoria
1156,A,10434,0.1,669,43,0.128,estable,0.284,0,train
1157,B,10226,13.0,583,37,0.375,autonomo,0.562,0,train
1158,A,7062,5.3,706,27,0.543,temporal,0.442,0,train
1159,A,4636,12.2,679,30,0.139,estable,0.656,0,train
1160,A,7715,1.3,766,34,0.257,estable,0.366,0,train
1161,A,6968,5.4,576,45,0.226,estable,0.331,0,train
1162,A,5626,2.2,683,46,0.299,autonomo,0.399,1,train
1163,A,6809,2.3,506,26,0.465,estable,0.02,0,auditoria
1164,B,3492,2.2,616,29,0.268,estable,0.639,0,auditoria
1165,B,4142,0.2,569,55,0.496,autonomo,0.793,0,auditoria
1166,A,5163,1.5,612,34,0.257,estable,0.283,0,train
1167,A,7714,9.6,576,45,0.347,estable,0.745,0,train
1168,B,7304,1.4,646,22,0.338,autonomo,0.032,0,train
1169,B,5502,0.7,499,48,0.613,estable,0.602,0,train
1170,B,1200,0.5,623,50,0.277,autonomo,0.59,0,train
1171,A,4718,2.1,741,39,0.357,estable,0.241,0,train
1172,B,6573,0.2,543,32,0.354,estable,0.344,0,train
1173,B,5257,2.0,608,38,0.535,autonomo,0.644,1,train
1174,B,2416,0.1,678,34,0.298,autonomo,0.54,0,train
1175,B,6260,0.3,624,24,0.465,estable,0.456,1,auditoria
1176,B,4246,0.6,635,39,0.363,temporal,0.425,0,train
1177,A,7353,6.2,606,44,0.193,autonomo,0.089,0,train
1178,A,6667,18.1,736,41,0.596,estable,0.202,0,train
1179,A,6788,0.9,652,24,0.085,autonomo,0.216,0,train
1180,B,7753,11.7,620,53,0.456,temporal,0.631,0,auditoria
1181,B,6847,3.7,652,46,0.402,temporal,0.369,0,train
1182,A,4960,2.7,574,39,0.244,estable,0.473,0,train
1183,A,8291,4.3,670,37,0.107,autonomo,0.43,0,train
1184,B,7421,11.3,574,37,0.541,temporal,0.647,0,train
1185,B,6173,0.5,631,28,0.511,autonomo,0.536,0,train
1186,A,3453,4.0,693,31,0.522,autonomo,0.154,0,train
1187,B,8508,5.9,644,49,0.679,temporal,0.666,1,train
1188,B,6893,5.0,552,23,0.551,estable,0.101,1,train
1189,A,5819,9.3,729,45,0.45,estable,0.315,0,train
1190,A,6665,6.4,734,29,0.254,estable,0.257,0,train
1191,B,7650,7.3,613,36,0.309,estable,0.559,0,train
1192,A,9251,0.8,668,48,0.432,estable,0.23,0,train
1193,B,6413,0.5,571,50,0.062,autonomo,0.466,0,auditoria
1194,B,8133,10.3,662,30,0.559,temporal,0.433,1,auditoria
1195,B,3344,3.6,782,29,0.483,estable,0.472,0,auditoria
1196,A,7058,0.5,605,26,0.106,estable,0.353,1,train
1197,A,6368,6.1,778,32,0.512,estable,0.333,0,auditoria
1198,A,2804,0.4,645,46,0.465,temporal,0.542,0,train
1199,B,6444,0.2,556,32,0.423,estable,0.529,1,train
1200,A,6207,4.0,599,69,0.368,temporal,0.436,0,auditoria
1201,B,3799,2.0,484,21,0.391,temporal,0.724,0,train
1202,A,8458,4.1,650,32,0.148,autonomo,0.141,0,train
1203,A,8613,5.1,634,44,0.223,estable,0.286,1,train
1204,A,6020,1.4,713,49,0.273,autonomo,0.35,0,auditoria
1205,B,5159,2.5,588,34,0.475,autonomo,0.327,1,auditoria
1206,B,5015,2.6,679,48,0.244,estable,0.258,0,auditoria
1207,A,6456,5.1,552,45,0.069,estable,0.123,0,train
1208,A,6361,3.4,716,24,0.335,estable,0.208,0,train
1209,B,4444,0.9,590,25,0.499,autonomo,0.383,0,train
1210,B,4725,2.6,617,34,0.628,temporal,0.393,0,train
1211,A,4388,0.6,694,21,0.581,estable,0.361,0,train
1212,A,5651,2.1,618,47,0.464,autonomo,0.413,0,auditoria
1213,B,4963,5.2,486,40,0.334,autonomo,0.587,0,auditoria
1214,A,5617,3.1,784,54,0.14,estable,0.541,0,train
1215,B,6058,2.0,662,43,0.327,temporal,0.25,0,train
1216,A,8502,0.7,733,43,0.402,estable,0.236,0,auditoria
1217,A,5896,1.2,604,40,0.279,estable,0.288,0,train
1218,A,8388,5.1,732,24,0.246,estable,0.459,0,auditoria
1219,A,8535,3.4,528,31,0.5,estable,0.576,0,train
1220,A,5676,0.9,672,34,0.584,estable,0.02,0,train
1221,A,6493,4.9,684,44,0.112,estable,0.02,0,train
1222,B,6117,4.3,775,36,0.34,estable,0.326,0,train
1223,B,7637,6.3,573,34,0.517,temporal,0.202,0,train
1224,B,6553,0.7,694,49,0.581,autonomo,0.25,0,train
1225,A,3367,0.4,621,38,0.324,autonomo,0.369,0,auditoria
1226,A,6140,4.0,599,28,0.375,estable,0.222,0,train
1227,A,4472,2.6,553,41,0.267,autonomo,0.673,1,train
1228,B,6949,4.6,479,21,0.273,estable,0.559,0,train
1229,A,4449,1.0,651,45,0.559,autonomo,0.499,0,train
1230,A,9106,14.4,732,46,0.512,autonomo,0.096,0,train
1231,A,7958,13.7,640,33,0.11,autonomo,0.293,0,auditoria
1232,A,3487,4.4,538,27,0.162,temporal,0.456,0,train
1233,B,7832,0.2,641,41,0.465,estable,0.525,0,auditoria
1234,B,6874,0.9,482,25,0.505,temporal,0.374,0,auditoria
1235,A,6034,0.7,533,49,0.259,estable,0.258,0,train
1236,A,10192,5.3,623,48,0.313,autonomo,0.366,0,auditoria
1237,A,5936,3.0,578,47,0.157,estable,0.273,0,auditoria
1238,B,5594,6.5,564,41,0.619,temporal,0.692,1,train
1239,A,6267,2.4,612,45,0.102,estable,0.226,0,train
1240,B,4923,1.9,617,58,0.682,estable,0.32,0,train
1241,B,3619,2.6,693,33,0.384,autonomo,0.442,0,train
1242,A,4334,2.9,629,32,0.342,estable,0.575,0,auditoria
1243,B,5335,0.8,616,39,0.385,estable,0.527,0,train
1244,B,1250,1.3,693,37,0.219,estable,0.473,0,auditoria
1245,A,5702,2.8,735,33,0.219,estable,0.426,0,auditoria
1246,A,4646,20.3,732,41,0.124,estable,0.186,0,train
1247,B,3614,1.8,583,44,0.595,estable,0.363,0,train
1248,B,7656,2.4,687,35,0.56,autonomo,0.268,0,train
1249,A,8232,4.3,714,42,0.423,autonomo,0.171,0,train
1250,A,7036,1.5,780,57,0.387,estable,0.397,0,train
1251,A,6355,4.4,648,33,0.151,autonomo,0.603,0,train
1252,A,6691,4.3,719,46,0.555,temporal,0.288,0,train
1253,A,4733,2.9,737,33,0.369,estable,0.498,0,train
1254,A,4911,3.6,697,47,0.296,estable,0.405,0,train
1255,A,8007,0.8,593,48,0.31,estable,0.36,0,auditoria
1256,A,6694,0.8,624,37,0.253,estable,0.148,0,auditoria
1257,A,6846,0.1,628,46,0.436,estable,0.179,0,auditoria
1258,B,3918,1.5,671,47,0.305,estable,0.436,0,auditoria
1259,A,4252,2.8,604,41,0.446,estable,0.228,0,train
1260,B,6772,3.9,594,26,0.43,temporal,0.451,0,train
1261,B,4948,3.4,548,39,0.394,estable,0.499,0,train
1262,A,7578,3.6,547,33,0.489,estable,0.47,0,auditoria
1263,A,5293,6.7,587,24,0.03,estable,0.443,0,auditoria
1264,B,2970,1.0,584,34,0.392,temporal,0.631,0,train
1265,B,4570,1.4,546,34,0.506,autonomo,0.266,0,auditoria
1266,B,9960,4.4,645,35,0.25,temporal,0.457,0,train
1267,A,6353,8.5,672,48,0.437,estable,0.128,0,train
1268,B,3001,2.1,736,32,0.395,estable,0.337,0,train
1269,A,6097,0.7,671,37,0.22,autonomo,0.186,0,auditoria
1270,A,4839,14.5,559,40,0.621,estable,0.213,0,train
1271,A,7810,4.2,688,24,0.354,estable,0.379,1,train
1272,B,6869,0.6,530,33,0.371,autonomo,0.375,1,train
1273,A,4972,0.6,683,27,0.1,estable,0.375,0,auditoria
1274,B,6874,10.7,622,42,0.551,temporal,0.02,0,train
1275,B,6606,2.5,571,46,0.512,estable,0.437,0,auditoria
1276,B,4396,0.4,684,27,0.314,estable,0.459,0,train
1277,A,4894,6.0,696,29,0.34,temporal,0.154,0,train
1278,A,6918,0.9,555,49,0.074,autonomo,0.164,0,train
1279,A,8904,8.9,742,34,0.184,estable,0.321,0,train
1280,A,7088,1.7,632,43,0.339,estable,0.37,0,auditoria
1281,A,4720,8.3,569,21,0.036,estable,0.104,0,train
1282,B,6634,6.6,724,52,0.435,autonomo,0.389,0,train
1283,A,9155,1.9,534,45,0.484,estable,0.334,0,train
1284,B,5543,2.9,547,37,0.592,estable,0.524,0,train
1285,A,6361,11.7,723,30,0.471,autonomo,0.386,0,auditoria
1286,A,5919,1.0,660,43,0.517,estable,0.48,0,auditoria
1287,A,7120,0.7,596,37,0.113,estable,0.246,0,train
1288,B,7026,0.9,647,49,0.325,estable,0.37,0,train
1289,B,3790,1.1,683,21,0.269,temporal,0.378,1,auditoria
1290,A,5046,4.3,629,34,0.4,estable,0.245,0,train
1291,A,5975,10.7,650,52,0.265,autonomo,0.413,0,train
1292,B,3799,2.6,688,38,0.778,estable,0.297,1,train
1293,B,5137,0.9,589,37,0.139,temporal,0.329,0,train
1294,B,3133,1.4,570,60,0.474,autonomo,0.312,0,auditoria
1295,B,4035,4.2,518,26,0.515,autonomo,0.302,0,auditoria
1296,A,7138,1.3,636,40,0.484,estable,0.267,0,auditoria
1297,A,5500,1.9,502,34,0.206,temporal,0.29,0,train
1298,A,10396,2.4,706,49,0.365,estable,0.499,1,train
1299,A,6957,1.8,604,36,0.28,temporal,0.416,0,train
1300,A,6273,0.2,523,54,0.485,autonomo,0.386,0,auditoria
1301,A,4446,11.9,690,37,0.167,temporal,0.419,0,train
1302,B,3208,0.6,599,28,0.312,temporal,0.506,0,auditoria
